編號,縣市別代碼,地址,發放口罩藥局名稱,TM2X,TM2Y,行政區,成人口罩數量,兒童口罩數量,藥局提供時間說明,經度,緯度,口罩地圖數量紀錄時間,系統查詢總計數量,系統紀錄日期,系統當日查詢數量
126,66000,臺中市南區正義街１５９號,忠孝德侑健保藥局,217534.5568,2669367.331,南區,0,510,口罩:周一至六，早上10到晚上10點,120.6805844,24.12918698,2022/2/15 15:08,892006,2022/8/29,5
127,66000,臺中市南區學府路１４３號,立成藥局,216857.2198,2669337.301,南區,1780,550,週一至週六10:00-14:00，16:30-21:30配售防疫口罩，售完為止,120.6739211,24.12890175,2022/2/15 15:08,892001,2022/8/28,3
128,66000,臺中市南區南門路１１５號１樓,弘大美妝藥局,217449.7936,2668595.671,南區,1890,1350,早上9點10分到中午12點提供防疫口罩販售，星期日休息,120.6797678,24.12221769,2022/2/15 15:08,891998,2022/8/27,5
129,66000,臺中市南區文心南路８８８－３號１樓,元氣家藥局,215376.7429,2667431.981,南區,710,650,周一到周五下午(1點-3點)時段有販售防疫口罩。,120.659401,24.11166629,2022/2/15 15:08,891993,2022/8/26,4
130,66000,臺中市南區復興路三段３３７號,台杏藥局,217269.5858,2669746.849,南區,1220,1540,周一到周六，中午12點開始販售防疫口罩,120.6779689,24.13260828,2022/2/15 15:08,891989,2022/8/25,4
131,66000,臺中市南區南平路１６９號,仁美藥局,215981.2091,2668727.932,南區,2150,1160,周二到周四，早上9:30至11:30販售防疫口罩,120.6653168,24.12338094,2022/2/15 15:08,891985,2022/8/24,4
132,66000,臺中市南區美村南路２６３號,千美台安藥局,216111.0478,2667717.336,南區,650,790,周一到周日，下午3:00發放號碼牌，開始販售防疫口罩,120.6666178,24.11425878,2022/2/15 15:08,891981,2022/8/23,2
133,66000,臺中市南區復興路二段９９巷１３號１樓,泰友藥局,215706.3276,2668795.563,南區,280,1040,領取口罩時間：週一至週六早上09點至晚上11點。週日依現場公告為主 ??謝謝,120.6626109,24.12398565,2022/2/15 15:08,891979,2022/8/22,4
134,66000,臺中市北區進化路５１０、５１２號,冠安藥局,218968.401,2672589.337,北區,0,160,有關口罩販售：周一至周日發售口罩。,120.6946222,24.15830823,2022/2/15 15:08,891975,2022/8/21,2
135,66000,臺中市北區漢口路３段１８３號,台中漢口藥局,216584.1146,2673560.278,北區,140,160,實名制口罩販售時間：禮拜一~六 上午10:00~晚上9:00,120.6711366,24.16702632,2022/2/15 15:08,891973,2022/8/20,2
136,66000,臺中市北區漢口路３段２６１號,台中大樹藥局,216732.6199,2673560.277,北區,50,160,口罩販售時間：14:00 - 16:00,120.6725981,24.16702946,2022/2/15 15:08,891971,2022/8/19,5
137,66000,臺中市北區忠明路１６１號,忠明小林健保藥局,215875.1926,2673044.319,北區,3400,2260,每日早上8點發號碼牌及收健保卡，下午4點半領回,120.664172,24.16235241,2022/2/15 15:08,891966,2022/8/18,6
138,66000,臺中市北區山西路二段１２５號,康媞藥局,217044.9676,2674070.597,北區,670,1220,-,120.6756604,24.17164382,2022/2/15 15:08,891960,2022/8/17,5
139,66000,臺中市北區健行路４８４號,源順大藥局,217447.8429,2672703.48,北區,1420,620,早上9:00~晚上10:00，固定周一至周六上午09:30開始販售口罩，售完為止.,120.6796562,24.15930817,2022/2/15 15:08,891955,2022/8/16,5
140,66000,臺中市北區漢口路４段２５５號,台中丁丁藥局,217400.0922,2673576.535,北區,1640,1910,口罩代售時間:9:00，現場排隊,120.6791666,24.16719021,2022/2/15 15:08,891950,2022/8/15,8
141,66000,臺中市北區中清路一段８６、８８號１樓,中清小林健保藥局,217224.3162,2672011.553,北區,6160,2400,24小時營業無公休，早上八點發號碼牌，十二點以後過健保卡發放口罩.,120.6774722,24.15305596,2022/2/15 15:08,891942,2022/8/14,8
142,66000,臺中市北區五權路４９６號,佑全台中五權藥局,217812.8094,2672041.828,北區,0,2040,-,120.6832625,24.15334145,2022/2/15 15:08,891934,2022/8/13,7
143,66000,臺中市北區西屯路一段３４５號,昭德藥師藥局,215998,2672793,北區,910,1890,早上八點至下午十一點營業，上午九點至下午九點現場排隊過卡買口罩，售完為止,120.6653422,24.1599848,2022/2/15 15:08,891927,2022/8/12,7
144,66000,臺中市北區忠太西路１１號１樓,立得藥局,216242.0977,2672780.04,北區,2140,2300,固定周一到周六，早上9:00開始販賣防疫口罩,120.6677889,24.15997408,2022/2/15 15:08,891920,2022/8/11,6
145,66000,臺中市北區中清路１段８５２號１樓,黎明安德藥局,216651.7724,2674216.515,北區,1140,1170,禮拜四公休、禮拜日下午2點開始營業,120.6717873,24.17295307,2022/2/15 15:08,891914,2022/8/10,6
146,66000,臺中市北區五權路２６１號１樓,光??藥局,217143.3284,2671780.613,北區,200,750,周一下午三點，周二到周六早上8:00開始販賣防疫口罩,120.6766805,24.15096905,2022/2/15 15:08,891908,2022/8/9,4
147,66000,臺中市西屯區河南路２段３６２號１樓,青育藥師藥局,214127.1908,2674303.684,西屯區,1200,1040,週一至週六早上9:00開始販賣口罩、週日早上10:00開始販售口罩,120.6469386,24.17368464,2022/2/15 15:08,891904,2022/8/8,7
148,66000,臺中市西屯區西屯路３段１４８－１６號,宥承藥局,211819.3776,2675623.384,西屯區,630,2740,星期一到星期六， 開始販售防疫口罩,120.6241905,24.18554616,2022/2/15 15:08,891897,2022/8/7,4
149,66000,臺中市西屯區西屯路３段１６６－２１號１樓,弘福藥師藥局,210973.7449,2676027.792,西屯區,2230,1670,每日15:00發放號碼牌，發完即開始販售(全年無休),120.6158562,24.18917688,2022/2/15 15:08,891893,2022/8/6,5
150,66000,臺中市西屯區甘肅路２０２－３號,甘肅安德藥局,215176.4985,2673713.577,西屯區,0,430,周一至五早上8:20，週六至周日早上9:00開始依序販售口罩，售完為止,120.65728,24.16838,2022/2/15 15:08,891888,2022/8/5,9
151,66000,臺中市西屯區福順路３０７號１樓,麒霖藥局,211242.818,2675364.802,西屯區,40,1370,販售防疫口罩時間：週一至週六10:00開始至售完、週日公休。,120.6185225,24.18319729,2022/2/15 15:08,891879,2022/8/4,13
152,66000,臺中市西屯區上石路２號１樓,樂得好大藥局,213829.2224,2673530.013,西屯區,300,1610,星期一~周六09:00販賣口罩，售完為止,120.6440254,24.16669219,2022/2/15 15:08,891866,2022/8/3,4
153,66000,臺中市西屯區西屯路２段２９５－１９號,大心藥局,213610.91,2674776.971,西屯區,1060,860,-,120.6418455,24.17794619,2022/2/15 15:08,891862,2022/8/2,1
154,66000,臺中市西屯區中清西二街８４號,瑞德大藥局,216175.5725,2674456.049,西屯區,1530,1370,固定周一至周日早上9:00開始販售口罩.售完為止,120.667095,24.17510572,2022/2/15 15:08,891861,2022/8/1,8
155,66000,臺中市西屯區甘肅路一段１９５號,維恩藥局,215131.7191,2673722.027,西屯區,340,2110,瑩業時間:星期一~星期五(0830-2200) 星期六~星期日(0900-2200),120.6568391,24.1684553,2022/2/15 15:08,891853,2022/7/31,3
156,66000,臺中市西屯區福康路４０號,中科何藥局,211118.2092,2675477.194,西屯區,110,740,防疫口罩每日08:00開始販售。(全年無休),120.617293,24.18420902,2022/2/15 15:08,891850,2022/7/30,6
157,66000,臺中市西屯區福上巷１６號,百富藥局,215554.5673,2674575.894,西屯區,750,1300,營業時間(=發口罩) : 週一到週五 9~13午休15~21， 週六9~17， 週日休0422970708.未盡事宜，現場公告!,120.6609802,24.17617436,2022/2/15 15:08,891844,2022/7/29,55
158,66000,臺中市西屯區至善路６０號,至善德侑藥局,213372.9293,2674053.136,西屯區,2330,910,每日上午08:00開始發放口罩,120.6395216,24.17140503,2022/2/15 15:08,891789,2022/7/20,7
159,66000,臺中市西屯區西屯路二段２５５號２樓,舒健藥局,214023.6711,2674093.745,西屯區,600,500,周一至周六每日晚上7點發號碼牌並依序領口罩。,120.645925,24.1717867,2022/2/15 15:08,891782,2022/7/19,3
160,66000,臺中市西屯區大墩１９街６８號１樓,大墩藥局,214844.2833,2672497.01,西屯區,1100,1260,每天早上9點開始發號碼牌後依序領口罩。,120.6540401,24.15738796,2022/2/15 15:08,891779,2022/7/18,2
161,66000,臺中市西屯區河南路４段１９１號,河南丁丁藥局,213090.49,2672299.581,西屯區,890,1320,周一至周日每天上午9:00開始販售口罩[有口罩庫存時],120.6367867,24.15556523,2022/2/15 15:08,891777,2022/7/17,7
162,66000,臺中市西屯區臺灣大道四段１７４２號,榮友藥局,209594.7573,2675341.194,西屯區,7330,2210,9/21中秋節公休,120.602302,24.18294268,2022/2/15 15:08,891770,2022/7/16,2
163,66000,臺中市西屯區黎明路三段３９５、３９７號,佑全福星藥局,213323.1171,2675323.486,西屯區,1600,1970,周一至週日下午2:00開始發放口罩，售完為止,120.6389991,24.1828741,2022/2/15 15:08,891768,2022/7/15,1
164,66000,臺中市西屯區惠來路二段２３６－１號,分子藥局,213626.0932,2673134.08,西屯區,520,950,口罩發放時間週一至週六早上10點起售完為止,120.6420363,24.16311255,2022/2/15 15:08,891767,2022/7/14,6
165,66000,臺中市西屯區太原路一段２３２號,熊健康藥局,215783.5383,2673205.929,西屯區,1910,2230,週一至週六AM10:00-12:00，PM14:00-21:00。週日公休。,120.6632662,24.16380963,2022/2/15 15:08,891761,2022/7/13,3
166,66000,臺中市西屯區黎明路三段１４８號１樓,杏林堂藥局,213180.4732,2674704.472,西屯區,430,1970,每日08:30開始依序販售口罩,120.6376109,24.17728158,2022/2/15 15:08,891758,2022/7/12,6
167,66000,臺中市西屯區大墩路９６０號,元生藥局,214603.7696,2672578.287,西屯區,750,1990,口罩販售時段:9:00-21:00,120.6516713,24.15811645,2022/2/15 15:08,891752,2022/7/11,5
168,66000,臺中市西屯區河南路二段２９８號１樓,河南小林健保藥局,214284.2103,2674423.744,西屯區,7890,2580,固定每日早上8點發放口罩號碼牌，下午4點半開始販售。,120.648481,24.17477226,2022/2/15 15:08,891747,2022/7/10,7
169,66000,臺中市西屯區文心路三段５３２號１樓,新元藥局,216049.2207,2674181.35,西屯區,2420,1950,固定周一~六13~16點現場排隊買口罩，禮拜天國定假日公休,120.6658579,24.17262268,2022/2/15 15:08,891740,2022/7/9,5
170,66000,臺中市西屯區西屯路二段２９５－３號１樓,西屯青育藥師藥局,213675.9305,2674711.174,西屯區,1540,970,-,120.6424871,24.1773536,2022/2/15 15:08,891735,2022/7/8,10
171,66000,臺中市西屯區西屯路三段１５０－４５號１樓,西屯藥局,211500.1996,2675803.514,西屯區,0,1010,口罩販賣時段：14:00 - 16:00,120.6210441,24.18716481,2022/2/15 15:08,891725,2022/7/7,2
172,66000,臺中市西屯區西屯路三段１６６－６５號１樓,美十樂中科藥局,210669.8014,2676158.874,西屯區,2490,1420,固定周一至周日10:00開始發放號碼牌並依序販售口罩,120.6128609,24.19035287,2022/2/15 15:08,891723,2022/7/6,3
173,66000,臺中市南屯區大敦南路４３１號１．２樓,大墩何藥局,214405.2819,2670019.712,南屯區,150,740,早上9點至晚上11點結束,120.649781,24.13501,2022/2/15 15:08,891720,2022/7/5,5
174,66000,臺中市南屯區黎明路２段１３３、１３５號,亞洲連鎖大藥局,213061.4702,2671173.174,南屯區,3330,1370,-,120.6365299,24.14539397,2022/2/15 15:08,891715,2022/7/4,3
175,66000,臺中市南屯區忠勇路９９號,長益藥局,210921.1058,2671656.832,南屯區,1080,760,週一至週六下午2點開始發號碼牌並開始販售口罩,120.6154563,24.14970942,2022/2/15 15:08,891712,2022/7/3,14
176,66000,臺中市南屯區南屯路２段１６９號１樓,誠美健保藥局,214522.2827,2670140.609,南屯區,1580,610,週一~週六早上09:00開始販售口罩，售完為止,120.6509292,24.13610424,2022/2/15 15:08,891698,2022/7/2,7
177,66000,臺中市南屯區大墩路９２２號１樓,元生連鎖保健藥局,214531.8657,2672468.86,南屯區,460,1190,口罩周一至周日販售時段：9:00~21:00,120.6509664,24.15712679,2022/2/15 15:08,891691,2022/7/1,5
178,66000,臺中市南屯區南屯路二段１０１號１樓,康總藥局,214667.8714,2670105.749,南屯區,4240,2060,周一到周日每日上午9:30開始販賣，賣完為止(營業時間到晚上10:00)。,120.6523625,24.13579275,2022/2/15 15:08,891686,2022/6/30,6
179,66000,臺中市南屯區黎明路２段２６６號,佑全黎明藥局,213001.5037,2671479.985,南屯區,0,510,口罩販賣時間:每天早上八點到晚上八點,120.635932,24.14816283,2022/2/15 15:08,891680,2022/6/29,4
180,66000,臺中市南屯區向上路三段４５號,康得藥局,212948.593,2671271.625,南屯區,3770,1940,週一至週六9點開始.,120.6354167,24.14628026,2022/2/15 15:08,891676,2022/6/28,7
181,66000,臺中市南屯區黎明路二段１４０號,東林藥局,213092.2565,2671197.823,南屯區,1650,1490,周一到周日每日上午8:00發放號碼牌，下午13:00至20:00以後持健保卡過來領。,120.6368322,24.14561726,2022/2/15 15:08,891669,2022/6/27,8
182,66000,臺中市南屯區大墩路８１３號１樓,方昇藥局,214385.4016,2672241.608,南屯區,370,380,周一到周五每日上午11:30開始販賣，沒有發放號碼牌，賣完為止，營業到晚上21:00。星期六下午2:30-5:00，周日休息,120.6495307,24.15507158,2022/2/15 15:08,891661,2022/6/26,4
183,66000,臺中市南屯區黎明路一段１１３８號,心靜藥局,213237.74,2670749.845,南屯區,240,430,周一到周五上午8:30開始賣，週六只有上午賣,120.6382751,24.14157576,2022/2/15 15:08,891657,2022/6/25,4
184,66000,臺中市西屯區福康路１７號１樓,安德藥局,211041.278,2675376.859,西屯區,70,1160,週一到週五早上10:00及週六下午2:00開始販賣防疫口罩,120.6165385,24.18330118,2022/2/15 15:08,891653,2022/6/24,6
185,66000,臺中市西屯區黎明路三段２７５、２７７號１樓,西墩藥局,213144.0083,2674810.562,西屯區,4720,0,口罩販賣時段：14:00 - 16:00,120.6372493,24.17823863,2022/2/15 15:08,891647,2022/6/23,5
186,66000,臺中市西屯區福康路８０號１樓,常春藤藥局,211195.3549,2675678.803,西屯區,1490,1760,每日AM10:00 開始販賣防疫口罩,120.6180469,24.18603129,2022/2/15 15:08,891642,2022/6/22,7
187,66000,臺中市南屯區大墩十二街６３７號,詠悅藥局,213100.0142,2671693.054,南屯區,1990,160,周一至周六上午9:00，周三上午10:00開始販售口罩。,120.6368959,24.15008899,2022/2/15 15:08,891635,2022/6/21,4
188,66000,臺中市南屯區大聖街３３２號１樓,樂活藥局,214510.011,2672124.071,南屯區,1990,1660,週一至週六13:30開始配售口罩,120.6507598,24.15401312,2022/2/15 15:08,891631,2022/6/20,7
189,66000,臺中市南屯區東興路二段２９－２號１樓,亨宇藥局,214719.9021,2670225.938,南屯區,3350,1700,-,120.6528715,24.13687913,2022/2/15 15:08,891624,2022/6/19,6
190,66000,臺中市南屯區永春東路３３９號１樓,全順藥局,214192.0507,2669960.448,南屯區,5090,790,實名制口罩販賣時段-平日8：00~12:00，15:00~21:00，週六8點~13點，周日公休,120.6476845,24.13447006,2022/2/15 15:08,891618,2022/6/18,5
191,66000,臺中市南屯區黎明路一段１１９號１樓,統一藥局,211993.2652,2667785.826,南屯區,0,170,實名制口罩販售時間為早上8:00~10:00售完為止! (週日售完關門休息。),120.626108,24.11478343,2022/2/15 15:08,891613,2022/6/17,4
192,66000,臺中市北屯區北屯路４４１－１號１樓,承恩藥局,219600.0368,2674964.495,北屯區,3850,2100,當日量口罩販賣時間: 星期一到五及星期日.早上8-12點. 下午2到晚上9點;  星期六休息,120.700788,24.17976645,2022/2/15 15:08,891609,2022/6/16,1
193,66000,臺中市北屯區北屯路１９２－３號１樓,瑞士藥局,219025.0103,2673437.524,北屯區,4420,1590,-,120.6951611,24.16596784,2022/2/15 15:08,891608,2022/6/15,6
194,66000,臺中市北屯區崇德路２段４６７號,弘映藥局,218089.8353,2675140.687,北屯區,460,1570,-,120.6859201,24.18132744,2022/2/15 15:08,891602,2022/6/14,2
195,66000,臺中市北屯區大連路２段２２１號,大連大愛藥局,218334.7867,2674526.771,北屯區,230,500,發放口罩時間:  早上9:30~21:30,120.6883445,24.17578919,2022/2/15 15:08,891600,2022/6/13,4
196,66000,臺中市北屯區東山路１段２２５－７號,元復藥局,221094.3768,2674405.625,北屯區,1960,910,上午9:00開始，週日公休。,120.7155071,24.17474842,2022/2/15 15:08,891596,2022/6/12,3
197,66000,臺中市北屯區北屯路２１０－１號,億銓藥局,219122.1076,2673613.868,北屯區,2450,720,口罩販售時間：下午3:00開始發號碼牌，發完即販售。週日公休,120.6961129,24.167562,2022/2/15 15:08,891593,2022/6/11,3
198,66000,臺中市北屯區東山路１段２２３號,又昌中西健保藥局,221065.8853,2674379.971,北屯區,1040,460,-,120.7152272,24.17451626,2022/2/15 15:08,891590,2022/6/10,8
199,66000,臺中市北屯區后庄一街７號１樓,康博中西健保藥局,215900.4264,2675718.214,北屯區,920,1430,口罩於下午16:00至18:00及晚上20:00至21:30兩階段各發放120份及80份，遇晚上休假提前至下午02:30至04:30作業.,120.6643572,24.18649613,2022/2/15 15:08,891582,2022/6/9,5
